"time_window","gate_dir",vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],vehicle_type[0],vehicle_type[1],no_type,total_volume,working_day
"[2016-10-14 03:00:00,2016-10-14 03:20:00)","4","0","1","0","1","0","0","0","0","2","0","1","1","0","2","1"
"[2016-09-28 06:20:00,2016-09-28 06:40:00)","0","0","42","7","0","0","0","0","0","45","4","0","0","49","49","1"
"[2016-09-28 06:20:00,2016-09-28 06:40:00)","1","0","32","15","5","0","9","0","1","54","8","23","39","0","62","1"
"[2016-09-28 06:20:00,2016-09-28 06:40:00)","2","0","13","0","0","0","0","0","0","0","13","0","0","13","13","1"
"[2016-09-28 06:20:00,2016-09-28 06:40:00)","3","0","24","13","0","0","0","0","0","29","8","0","0","37","37","1"
"[2016-09-28 06:20:00,2016-09-28 06:40:00)","4","0","25","8","1","0","2","0","0","32","4","19","17","0","36","1"
"[2016-10-11 00:20:00,2016-10-11 00:40:00)","0","0","8","2","2","0","2","0","0","13","1","0","0","14","14","1"
"[2016-10-11 00:20:00,2016-10-11 00:40:00)","1","0","34","4","1","3","2","0","0","38","6","27","17","0","44","1"
"[2016-10-11 00:20:00,2016-10-11 00:40:00)","2","0","2","0","0","0","0","0","0","0","2","0","0","2","2","1"
"[2016-10-11 00:20:00,2016-10-11 00:40:00)","3","0","18","1","0","0","0","0","0","17","2","0","0","19","19","1"
"[2016-10-11 00:20:00,2016-10-11 00:40:00)","4","0","70","6","5","1","1","0","0","60","23","72","11","0","83","1"
"[2016-10-08 19:40:00,2016-10-08 20:00:00)","0","0","15","0","0","0","0","0","0","11","4","0","0","15","15","0"
"[2016-10-08 19:40:00,2016-10-08 20:00:00)","1","0","36","3","1","0","0","0","0","29","11","34","6","0","40","0"
"[2016-10-08 19:40:00,2016-10-08 20:00:00)","2","0","15","4","0","0","0","0","0","13","6","0","0","19","19","0"
"[2016-10-08 19:40:00,2016-10-08 20:00:00)","3","1","36","18","0","0","0","0","0","46","9","0","0","55","55","0"
"[2016-10-08 19:40:00,2016-10-08 20:00:00)","4","0","38","0","1","1","2","0","0","31","11","39","3","0","42","0"
"[2016-09-29 00:00:00,2016-09-29 00:20:00)","0","0","4","0","0","0","0","0","0","2","2","0","0","4","4","1"
"[2016-09-29 00:00:00,2016-09-29 00:20:00)","1","0","99","8","4","1","4","0","1","86","31","92","25","0","117","1"
"[2016-09-29 00:00:00,2016-09-29 00:20:00)","2","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1"
"[2016-09-29 00:00:00,2016-09-29 00:20:00)","3","0","12","1","0","0","0","0","0","12","1","0","0","13","13","1"
"[2016-09-29 00:00:00,2016-09-29 00:20:00)","4","0","122","7","6","0","0","0","2","103","34","119","18","0","137","1"
"[2016-10-10 09:00:00,2016-10-10 09:20:00)","0","0","46","5","0","0","0","0","0","41","10","0","0","51","51","1"
"[2016-10-10 09:00:00,2016-10-10 09:20:00)","1","0","112","10","3","2","3","1","0","99","32","97","34","0","131","1"
"[2016-10-10 09:00:00,2016-10-10 09:20:00)","2","0","107","13","1","0","0","0","0","77","44","0","0","121","121","1"
"[2016-10-10 09:00:00,2016-10-10 09:20:00)","3","1","121","17","0","2","0","0","0","107","34","0","0","141","141","1"
"[2016-10-10 09:00:00,2016-10-10 09:20:00)","4","0","112","4","2","1","1","0","0","84","36","106","14","0","120","1"
"[2016-10-15 03:00:00,2016-10-15 03:20:00)","0","0","4","2","0","0","0","0","0","6","0","0","0","6","6","0"
"[2016-10-15 03:00:00,2016-10-15 03:20:00)","1","0","7","1","1","0","1","0","0","10","0","3","7","0","10","0"
"[2016-10-15 03:00:00,2016-10-15 03:20:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0"
"[2016-10-15 03:00:00,2016-10-15 03:20:00)","3","0","6","0","0","0","4","0","0","10","0","0","0","10","10","0"
"[2016-10-15 03:00:00,2016-10-15 03:20:00)","4","0","3","1","0","0","1","0","0","5","0","3","2","0","5","0"
"[2016-10-03 06:00:00,2016-10-03 06:20:00)","0","32","0","2","0","0","0","0","0","34","0","0","0","34","34","1"
"[2016-10-03 06:00:00,2016-10-03 06:20:00)","1","0","8","1","1","1","3","0","1","14","1","2","13","0","15","1"
"[2016-10-03 06:00:00,2016-10-03 06:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-03 06:00:00,2016-10-03 06:20:00)","3","24","5","2","2","0","2","0","1","33","3","0","0","36","36","1"
"[2016-10-03 06:00:00,2016-10-03 06:20:00)","4","0","3","2","0","0","1","0","0","3","3","3","3","0","6","1"
"[2016-09-25 10:40:00,2016-09-25 11:00:00)","0","0","50","5","0","0","0","0","0","45","10","0","0","55","55","0"
"[2016-09-25 10:40:00,2016-09-25 11:00:00)","1","0","50","1","1","0","2","0","0","42","12","42","12","0","54","0"
"[2016-09-25 10:40:00,2016-09-25 11:00:00)","2","0","67","6","0","0","0","0","0","62","11","0","0","73","73","0"
"[2016-09-25 10:40:00,2016-09-25 11:00:00)","3","0","83","17","1","3","0","0","0","83","21","0","0","104","104","0"
"[2016-09-25 10:40:00,2016-09-25 11:00:00)","4","0","87","5","2","0","3","0","0","71","26","87","10","0","97","0"
"[2016-09-20 23:40:00,2016-09-21 00:00:00)","0","0","7","4","0","0","0","0","0","9","2","0","0","11","11","1"
"[2016-09-20 23:40:00,2016-09-21 00:00:00)","1","0","13","0","0","0","1","0","0","9","5","12","2","0","14","1"
"[2016-09-20 23:40:00,2016-09-21 00:00:00)","2","0","3","2","0","0","0","0","0","4","1","0","0","5","5","1"
"[2016-09-20 23:40:00,2016-09-21 00:00:00)","3","0","11","12","0","0","0","0","0","19","4","0","0","23","23","1"
"[2016-09-20 23:40:00,2016-09-21 00:00:00)","4","0","10","2","1","0","0","0","0","10","3","7","6","0","13","1"
"[2016-10-12 07:00:00,2016-10-12 07:20:00)","0","0","18","7","0","2","0","0","0","21","6","0","0","27","27","1"
"[2016-10-12 07:00:00,2016-10-12 07:20:00)","1","0","60","11","3","2","4","0","0","59","21","52","28","0","80","1"
"[2016-10-12 07:00:00,2016-10-12 07:20:00)","2","0","84","6","0","1","0","0","0","56","35","0","0","91","91","1"
"[2016-10-12 07:00:00,2016-10-12 07:20:00)","3","0","82","13","1","5","0","0","0","65","36","0","0","101","101","1"
"[2016-10-12 07:00:00,2016-10-12 07:20:00)","4","0","62","3","3","1","0","0","0","54","15","58","11","0","69","1"
"[2016-09-25 02:20:00,2016-09-25 02:40:00)","0","0","7","1","0","0","2","0","0","8","2","0","0","10","10","0"
"[2016-09-25 02:20:00,2016-09-25 02:40:00)","1","0","3","2","0","0","1","0","0","5","1","2","4","0","6","0"
"[2016-09-25 02:20:00,2016-09-25 02:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[2016-09-25 02:20:00,2016-09-25 02:40:00)","3","0","18","1","0","0","0","0","0","14","5","0","0","19","19","0"
"[2016-09-25 02:20:00,2016-09-25 02:40:00)","4","0","4","0","0","0","0","0","0","4","0","4","0","0","4","0"
"[2016-09-30 18:00:00,2016-09-30 18:20:00)","0","0","127","5","0","2","3","0","0","119","18","0","0","137","137","1"
"[2016-09-30 18:00:00,2016-09-30 18:20:00)","1","0","12","2","2","0","0","0","1","6","11","13","4","0","17","1"
"[2016-09-30 18:00:00,2016-09-30 18:20:00)","2","0","25","0","0","0","0","0","0","0","25","0","0","25","25","1"
"[2016-09-30 18:00:00,2016-09-30 18:20:00)","3","2","137","7","4","2","0","0","0","116","36","0","0","152","152","1"
"[2016-09-30 18:00:00,2016-09-30 18:20:00)","4","0","27","2","1","0","2","0","0","10","22","25","7","0","32","1"
"[2016-09-20 01:20:00,2016-09-20 01:40:00)","0","0","3","0","2","0","0","0","0","4","1","0","0","5","5","1"
"[2016-09-20 01:20:00,2016-09-20 01:40:00)","1","0","6","1","1","0","0","0","0","8","0","3","5","0","8","1"
"[2016-09-20 01:20:00,2016-09-20 01:40:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1"
"[2016-09-20 01:20:00,2016-09-20 01:40:00)","3","0","12","0","0","0","2","0","0","12","2","0","0","14","14","1"
"[2016-09-20 01:20:00,2016-09-20 01:40:00)","4","0","10","0","0","0","0","0","0","9","1","8","2","0","10","1"
"[2016-10-05 22:20:00,2016-10-05 22:40:00)","0","36","3","3","0","0","1","0","0","42","1","0","0","43","43","1"
"[2016-10-05 22:20:00,2016-10-05 22:40:00)","1","0","2","1","0","0","0","0","0","3","0","0","3","0","3","1"
"[2016-10-05 22:20:00,2016-10-05 22:40:00)","2","0","2","0","0","0","0","0","0","0","2","0","0","2","2","1"
"[2016-10-05 22:20:00,2016-10-05 22:40:00)","3","34","6","0","1","0","1","0","0","37","5","0","0","42","42","1"
"[2016-10-05 22:20:00,2016-10-05 22:40:00)","4","0","1","1","0","0","0","0","0","1","1","1","1","0","2","1"
"[2016-09-22 08:00:00,2016-09-22 08:20:00)","0","0","46","2","0","2","0","0","0","36","14","0","0","50","50","1"
"[2016-09-22 08:00:00,2016-09-22 08:20:00)","1","0","95","6","1","2","2","0","0","77","29","89","17","0","106","1"
"[2016-09-22 08:00:00,2016-09-22 08:20:00)","2","0","98","10","0","0","0","0","0","74","34","0","0","108","108","1"
"[2016-09-22 08:00:00,2016-09-22 08:20:00)","3","0","146","16","1","1","0","0","0","107","57","0","0","164","164","1"
"[2016-09-22 08:00:00,2016-09-22 08:20:00)","4","0","109","6","3","0","3","0","0","81","40","103","18","0","121","1"
"[2016-10-11 11:20:00,2016-10-11 11:40:00)","0","0","31","5","1","0","0","0","0","30","7","0","0","37","37","1"
"[2016-10-11 11:20:00,2016-10-11 11:40:00)","1","0","61","11","6","1","0","0","0","67","12","54","25","0","79","1"
"[2016-10-11 11:20:00,2016-10-11 11:40:00)","2","0","60","11","0","0","0","0","0","57","14","0","0","71","71","1"
"[2016-10-11 11:20:00,2016-10-11 11:40:00)","3","0","64","26","0","1","0","0","0","74","17","0","0","91","91","1"
"[2016-10-11 11:20:00,2016-10-11 11:40:00)","4","0","77","6","6","2","3","0","0","73","21","74","20","0","94","1"
"[2016-10-07 02:00:00,2016-10-07 02:20:00)","0","11","0","1","0","0","1","0","0","13","0","0","0","13","13","1"
"[2016-10-07 02:00:00,2016-10-07 02:20:00)","1","0","2","1","0","0","0","0","0","2","1","1","2","0","3","1"
"[2016-10-07 02:00:00,2016-10-07 02:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-07 02:00:00,2016-10-07 02:20:00)","3","9","2","1","0","0","2","0","0","14","0","0","0","14","14","1"
"[2016-10-07 02:00:00,2016-10-07 02:20:00)","4","0","2","0","0","0","1","0","0","3","0","0","3","0","3","1"
"[2016-10-07 17:00:00,2016-10-07 17:20:00)","0","151","14","4","1","2","0","0","0","163","9","0","0","172","172","1"
"[2016-10-07 17:00:00,2016-10-07 17:20:00)","1","0","9","3","0","1","2","0","0","6","9","9","6","0","15","1"
"[2016-10-07 17:00:00,2016-10-07 17:20:00)","2","0","7","0","0","0","0","0","0","0","7","0","0","7","7","1"
"[2016-10-07 17:00:00,2016-10-07 17:20:00)","3","116","17","5","1","0","5","0","0","133","11","0","0","144","144","1"
"[2016-10-07 17:00:00,2016-10-07 17:20:00)","4","0","11","0","0","0","1","0","0","7","5","5","7","0","12","1"
"[2016-10-01 00:20:00,2016-10-01 00:40:00)","0","56","4","0","0","0","3","0","0","61","2","0","0","63","63","0"
"[2016-10-01 00:20:00,2016-10-01 00:40:00)","1","0","5","2","1","1","0","0","0","4","5","5","4","0","9","0"
"[2016-10-01 00:20:00,2016-10-01 00:40:00)","2","0","4","0","0","0","0","0","0","0","4","0","0","4","4","0"
"[2016-10-01 00:20:00,2016-10-01 00:40:00)","3","36","11","1","0","1","0","0","0","46","3","0","0","49","49","0"
"[2016-10-01 00:20:00,2016-10-01 00:40:00)","4","0","12","2","3","0","1","0","0","10","8","8","10","0","18","0"
"[2016-09-24 22:00:00,2016-09-24 22:20:00)","0","0","16","0","0","0","0","0","0","14","2","0","0","16","16","0"
"[2016-09-24 22:00:00,2016-09-24 22:20:00)","1","0","12","1","5","0","3","0","0","15","6","12","9","0","21","0"
"[2016-09-24 22:00:00,2016-09-24 22:20:00)","2","0","14","5","0","0","0","0","0","15","4","0","0","19","19","0"
"[2016-09-24 22:00:00,2016-09-24 22:20:00)","3","0","32","5","0","1","0","0","0","31","7","0","0","38","38","0"
"[2016-09-24 22:00:00,2016-09-24 22:20:00)","4","0","23","0","0","0","1","0","1","20","5","21","4","0","25","0"
"[2016-10-13 04:40:00,2016-10-13 05:00:00)","0","0","5","4","0","0","3","0","0","11","1","0","0","12","12","1"
"[2016-10-13 04:40:00,2016-10-13 05:00:00)","1","0","25","4","0","0","1","0","0","28","2","16","14","0","30","1"
"[2016-10-13 04:40:00,2016-10-13 05:00:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-13 04:40:00,2016-10-13 05:00:00)","3","0","8","1","1","0","0","0","0","7","3","0","0","10","10","1"
"[2016-10-13 04:40:00,2016-10-13 05:00:00)","4","0","2","0","1","0","1","0","0","3","1","2","2","0","4","1"
"[2016-10-05 15:00:00,2016-10-05 15:20:00)","0","211","20","4","1","0","3","0","0","231","8","0","0","239","239","1"
"[2016-10-05 15:00:00,2016-10-05 15:20:00)","1","0","17","5","0","2","0","0","0","12","12","13","11","0","24","1"
"[2016-10-05 15:00:00,2016-10-05 15:20:00)","2","0","11","0","1","2","0","0","0","0","14","0","0","14","14","1"
"[2016-10-05 15:00:00,2016-10-05 15:20:00)","3","124","16","3","1","3","1","0","0","136","12","0","0","148","148","1"
"[2016-10-05 15:00:00,2016-10-05 15:20:00)","4","0","14","2","0","1","2","0","0","8","11","11","8","0","19","1"
"[2016-09-20 10:40:00,2016-09-20 11:00:00)","0","0","59","4","0","0","0","0","0","51","12","0","0","63","63","1"
"[2016-09-20 10:40:00,2016-09-20 11:00:00)","1","0","81","4","3","1","2","0","1","74","18","71","21","0","92","1"
"[2016-09-20 10:40:00,2016-09-20 11:00:00)","2","0","74","6","0","0","0","0","0","60","20","0","0","80","80","1"
"[2016-09-20 10:40:00,2016-09-20 11:00:00)","3","0","92","22","0","0","0","0","0","88","26","0","0","114","114","1"
"[2016-09-20 10:40:00,2016-09-20 11:00:00)","4","0","66","4","3","0","4","0","0","60","17","55","22","0","77","1"
"[2016-10-06 21:00:00,2016-10-06 21:20:00)","0","44","6","1","2","0","0","0","0","48","5","0","0","53","53","1"
"[2016-10-06 21:00:00,2016-10-06 21:20:00)","1","0","3","2","0","0","0","0","0","3","2","2","3","0","5","1"
"[2016-10-06 21:00:00,2016-10-06 21:20:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1"
"[2016-10-06 21:00:00,2016-10-06 21:20:00)","3","46","8","5","0","0","0","0","0","54","5","0","0","59","59","1"
"[2016-10-06 21:00:00,2016-10-06 21:20:00)","4","0","6","1","1","1","2","0","0","6","5","5","6","0","11","1"
"[2016-09-23 13:00:00,2016-09-23 13:20:00)","0","0","52","4","0","1","0","0","0","42","15","0","0","57","57","1"
"[2016-09-23 13:00:00,2016-09-23 13:20:00)","1","0","89","13","3","0","2","0","0","75","32","77","30","0","107","1"
"[2016-09-23 13:00:00,2016-09-23 13:20:00)","2","0","68","9","1","0","0","0","0","57","21","0","0","78","78","1"
"[2016-09-23 13:00:00,2016-09-23 13:20:00)","3","0","92","23","0","2","0","0","0","88","29","0","0","117","117","1"
"[2016-09-23 13:00:00,2016-09-23 13:20:00)","4","0","90","6","3","1","1","0","0","79","22","83","18","0","101","1"
"[2016-10-04 00:00:00,2016-10-04 00:20:00)","0","9","0","1","0","0","0","0","0","10","0","0","0","10","10","1"
"[2016-10-04 00:00:00,2016-10-04 00:20:00)","1","0","18","2","4","3","2","0","0","16","13","15","14","0","29","1"
"[2016-10-04 00:00:00,2016-10-04 00:20:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1"
"[2016-10-04 00:00:00,2016-10-04 00:20:00)","3","13","6","0","0","0","1","0","0","18","2","0","0","20","20","1"
"[2016-10-04 00:00:00,2016-10-04 00:20:00)","4","0","37","5","2","1","1","0","0","14","32","32","14","0","46","1"
"[2016-10-15 10:40:00,2016-10-15 11:00:00)","0","0","47","7","0","0","0","0","0","41","13","0","0","54","54","0"
"[2016-10-15 10:40:00,2016-10-15 11:00:00)","1","0","83","7","7","2","5","0","0","84","20","80","24","0","104","0"
"[2016-10-15 10:40:00,2016-10-15 11:00:00)","2","0","88","13","0","0","0","0","0","87","14","0","0","101","101","0"
"[2016-10-15 10:40:00,2016-10-15 11:00:00)","3","0","72","21","0","1","0","0","0","80","14","0","0","94","94","0"
"[2016-10-15 10:40:00,2016-10-15 11:00:00)","4","0","101","3","1","0","2","0","0","79","28","92","15","0","107","0"
"[2016-10-11 23:40:00,2016-10-12 00:00:00)","0","0","7","0","0","0","0","0","0","7","0","0","0","7","7","1"
"[2016-10-11 23:40:00,2016-10-12 00:00:00)","1","0","8","0","0","0","1","0","0","4","5","8","1","0","9","1"
"[2016-10-11 23:40:00,2016-10-12 00:00:00)","2","0","7","2","0","0","0","0","0","7","2","0","0","9","9","1"
"[2016-10-11 23:40:00,2016-10-12 00:00:00)","3","0","9","6","0","0","0","0","0","12","3","0","0","15","15","1"
"[2016-10-11 23:40:00,2016-10-12 00:00:00)","4","0","10","1","0","0","1","0","0","8","4","10","2","0","12","1"
"[2016-09-30 08:40:00,2016-09-30 09:00:00)","0","0","45","1","1","0","0","0","0","36","11","0","0","47","47","1"
"[2016-09-30 08:40:00,2016-09-30 09:00:00)","1","0","127","7","2","2","3","0","0","106","35","111","30","0","141","1"
"[2016-09-30 08:40:00,2016-09-30 09:00:00)","2","0","91","15","1","0","0","0","0","81","26","0","0","107","107","1"
"[2016-09-30 08:40:00,2016-09-30 09:00:00)","3","0","99","20","0","0","0","0","0","93","26","0","0","119","119","1"
"[2016-09-30 08:40:00,2016-09-30 09:00:00)","4","0","136","6","3","1","1","0","0","92","55","127","20","0","147","1"
"[2016-09-19 15:40:00,2016-09-19 16:00:00)","0","0","38","5","0","0","0","0","0","33","10","0","0","43","43","1"
"[2016-09-19 15:40:00,2016-09-19 16:00:00)","1","0","82","7","1","1","1","0","0","71","21","74","18","0","92","1"
"[2016-09-19 15:40:00,2016-09-19 16:00:00)","2","0","62","12","0","0","0","0","0","60","14","0","0","74","74","1"
"[2016-09-19 15:40:00,2016-09-19 16:00:00)","3","0","96","19","0","0","0","0","0","82","33","0","0","115","115","1"
"[2016-09-19 15:40:00,2016-09-19 16:00:00)","4","0","74","3","5","0","1","0","0","64","19","75","8","0","83","1"
"[2016-09-20 01:00:00,2016-09-20 01:20:00)","0","0","4","1","0","0","1","0","0","4","2","0","0","6","6","1"
"[2016-09-20 01:00:00,2016-09-20 01:20:00)","1","0","4","0","1","0","1","0","0","6","0","3","3","0","6","1"
"[2016-09-20 01:00:00,2016-09-20 01:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-09-20 01:00:00,2016-09-20 01:20:00)","3","0","14","0","1","0","0","0","0","14","1","0","0","15","15","1"
"[2016-09-20 01:00:00,2016-09-20 01:20:00)","4","0","7","1","0","0","1","0","0","7","2","7","2","0","9","1"
"[2016-09-27 05:40:00,2016-09-27 06:00:00)","0","0","5","5","0","0","0","0","0","8","2","0","0","10","10","1"
"[2016-09-27 05:40:00,2016-09-27 06:00:00)","1","0","20","8","4","0","2","0","0","33","1","12","22","0","34","1"
"[2016-09-27 05:40:00,2016-09-27 06:00:00)","2","0","14","5","0","0","0","0","0","17","2","0","0","19","19","1"
"[2016-09-27 05:40:00,2016-09-27 06:00:00)","3","0","10","8","1","0","0","0","0","17","2","0","0","19","19","1"
"[2016-09-27 05:40:00,2016-09-27 06:00:00)","4","0","14","5","2","0","1","0","0","19","3","12","10","0","22","1"
"[2016-09-19 21:00:00,2016-09-19 21:20:00)","0","0","14","3","0","0","0","0","0","13","4","0","0","17","17","1"
"[2016-09-19 21:00:00,2016-09-19 21:20:00)","1","0","21","2","1","0","0","0","0","16","8","17","7","0","24","1"
"[2016-09-19 21:00:00,2016-09-19 21:20:00)","2","0","21","8","0","0","0","0","0","23","6","0","0","29","29","1"
"[2016-09-19 21:00:00,2016-09-19 21:20:00)","3","0","19","13","0","0","0","0","0","27","5","0","0","32","32","1"
"[2016-09-19 21:00:00,2016-09-19 21:20:00)","4","0","27","0","2","0","1","0","0","25","5","28","2","0","30","1"
"[2016-09-20 11:40:00,2016-09-20 12:00:00)","0","0","45","5","0","0","0","0","0","43","7","0","0","50","50","1"
"[2016-09-20 11:40:00,2016-09-20 12:00:00)","1","0","69","8","3","2","4","0","1","73","14","60","27","0","87","1"
"[2016-09-20 11:40:00,2016-09-20 12:00:00)","2","0","49","6","0","0","0","0","0","46","9","0","0","55","55","1"
"[2016-09-20 11:40:00,2016-09-20 12:00:00)","3","0","86","24","1","0","0","0","0","88","23","0","0","111","111","1"
"[2016-09-20 11:40:00,2016-09-20 12:00:00)","4","0","64","11","4","0","4","0","0","61","22","63","20","0","83","1"
"[2016-10-04 09:00:00,2016-10-04 09:20:00)","0","219","9","4","0","0","0","0","0","225","7","0","0","232","232","1"
"[2016-10-04 09:00:00,2016-10-04 09:20:00)","1","0","17","2","2","3","2","0","0","14","12","13","13","0","26","1"
"[2016-10-04 09:00:00,2016-10-04 09:20:00)","2","0","9","0","1","0","0","0","0","0","10","0","0","10","10","1"
"[2016-10-04 09:00:00,2016-10-04 09:20:00)","3","143","17","2","4","1","3","0","0","157","13","0","0","170","170","1"
"[2016-10-04 09:00:00,2016-10-04 09:20:00)","4","0","17","3","4","2","0","0","0","12","14","17","9","0","26","1"
"[2016-10-08 08:40:00,2016-10-08 09:00:00)","0","0","37","0","1","0","0","0","0","24","14","0","0","38","38","0"
"[2016-10-08 08:40:00,2016-10-08 09:00:00)","1","0","78","3","0","1","0","0","0","63","19","75","7","0","82","0"
"[2016-10-08 08:40:00,2016-10-08 09:00:00)","2","0","77","5","1","0","0","0","0","56","27","0","0","83","83","0"
"[2016-10-08 08:40:00,2016-10-08 09:00:00)","3","0","131","12","1","1","0","0","0","98","47","0","0","145","145","0"
"[2016-10-08 08:40:00,2016-10-08 09:00:00)","4","0","134","5","0","1","2","0","0","88","54","129","13","0","142","0"
"[2016-09-20 03:00:00,2016-09-20 03:20:00)","0","0","2","2","2","1","3","0","0","10","0","0","0","10","10","1"
"[2016-09-20 03:00:00,2016-09-20 03:20:00)","1","0","1","0","0","0","1","0","0","2","0","0","2","0","2","1"
"[2016-09-20 03:00:00,2016-09-20 03:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-09-20 03:00:00,2016-09-20 03:20:00)","3","0","6","0","0","0","1","0","0","6","1","0","0","7","7","1"
"[2016-09-20 03:00:00,2016-09-20 03:20:00)","4","0","3","1","0","0","2","0","0","6","0","2","4","0","6","1"
"[2016-10-09 03:20:00,2016-10-09 03:40:00)","0","0","2","3","1","0","0","0","0","6","0","0","0","6","6","0"
"[2016-10-09 03:20:00,2016-10-09 03:40:00)","1","0","10","2","1","0","0","0","0","13","0","2","11","0","13","0"
"[2016-10-09 03:20:00,2016-10-09 03:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[2016-10-09 03:20:00,2016-10-09 03:40:00)","3","0","14","1","0","0","1","0","0","16","0","0","0","16","16","0"
"[2016-10-09 03:20:00,2016-10-09 03:40:00)","4","0","3","1","1","0","1","0","0","5","1","1","5","0","6","0"
"[2016-09-30 05:00:00,2016-09-30 05:20:00)","0","0","4","3","0","0","0","0","0","6","1","0","0","7","7","1"
"[2016-09-30 05:00:00,2016-09-30 05:20:00)","1","0","23","3","3","0","0","0","0","28","1","15","14","0","29","1"
"[2016-09-30 05:00:00,2016-09-30 05:20:00)","2","0","6","5","0","0","0","0","0","10","1","0","0","11","11","1"
"[2016-09-30 05:00:00,2016-09-30 05:20:00)","3","0","5","4","0","0","0","0","0","8","1","0","0","9","9","1"
"[2016-09-30 05:00:00,2016-09-30 05:20:00)","4","0","3","5","1","0","2","0","0","11","0","2","9","0","11","1"
"[2016-09-26 05:00:00,2016-09-26 05:20:00)","0","0","4","2","0","0","0","0","0","6","0","0","0","6","6","1"
"[2016-09-26 05:00:00,2016-09-26 05:20:00)","1","0","18","1","0","0","2","0","0","19","2","7","14","0","21","1"
"[2016-09-26 05:00:00,2016-09-26 05:20:00)","2","0","3","8","0","0","0","0","0","11","0","0","0","11","11","1"
"[2016-09-26 05:00:00,2016-09-26 05:20:00)","3","0","3","6","0","0","0","0","0","8","1","0","0","9","9","1"
"[2016-09-26 05:00:00,2016-09-26 05:20:00)","4","0","8","3","0","1","0","0","0","10","2","4","8","0","12","1"
"[2016-09-27 03:20:00,2016-09-27 03:40:00)","0","0","4","0","1","0","2","0","0","7","0","0","0","7","7","1"
"[2016-09-27 03:20:00,2016-09-27 03:40:00)","1","0","8","0","0","0","1","0","0","9","0","3","6","0","9","1"
"[2016-09-27 03:20:00,2016-09-27 03:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-09-27 03:20:00,2016-09-27 03:40:00)","3","0","6","4","0","0","2","0","0","12","0","0","0","12","12","1"
"[2016-09-27 03:20:00,2016-09-27 03:40:00)","4","0","0","1","0","0","0","0","0","1","0","0","1","0","1","1"
"[2016-10-14 19:00:00,2016-10-14 19:20:00)","0","0","42","1","0","0","0","0","0","35","8","0","0","43","43","1"
"[2016-10-14 19:00:00,2016-10-14 19:20:00)","1","0","49","5","1","0","3","0","0","44","14","46","12","0","58","1"
"[2016-10-14 19:00:00,2016-10-14 19:20:00)","2","0","47","6","0","0","0","0","0","38","15","0","0","53","53","1"
"[2016-10-14 19:00:00,2016-10-14 19:20:00)","3","0","49","15","0","1","0","0","0","53","12","0","0","65","65","1"
"[2016-10-14 19:00:00,2016-10-14 19:20:00)","4","0","50","1","1","0","2","0","0","45","9","47","7","0","54","1"
"[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","0","41","0","0","1","0","0","0","32","10","0","0","42","42","1"
"[2016-09-26 17:20:00,2016-09-26 17:40:00)","1","0","94","7","2","7","2","0","0","76","36","92","20","0","112","1"
"[2016-09-26 17:20:00,2016-09-26 17:40:00)","2","0","57","8","2","0","0","0","0","48","19","0","0","67","67","1"
"[2016-09-26 17:20:00,2016-09-26 17:40:00)","3","0","88","17","1","0","0","0","0","86","20","0","0","106","106","1"
"[2016-09-26 17:20:00,2016-09-26 17:40:00)","4","0","85","5","0","0","0","0","0","67","23","78","12","0","90","1"
"[2016-09-28 07:20:00,2016-09-28 07:40:00)","0","0","68","4","0","0","2","0","0","68","6","0","0","74","74","1"
"[2016-09-28 07:20:00,2016-09-28 07:40:00)","1","0","56","5","3","2","1","1","1","51","18","55","14","0","69","1"
"[2016-09-28 07:20:00,2016-09-28 07:40:00)","2","0","46","1","1","0","0","0","0","0","48","0","0","48","48","1"
"[2016-09-28 07:20:00,2016-09-28 07:40:00)","3","0","113","15","3","1","0","0","0","83","49","0","0","132","132","1"
"[2016-09-28 07:20:00,2016-09-28 07:40:00)","4","0","53","3","2","0","0","0","0","41","17","52","6","0","58","1"
"[2016-09-29 05:40:00,2016-09-29 06:00:00)","0","0","3","1","0","0","0","0","0","4","0","0","0","4","4","1"
"[2016-09-29 05:40:00,2016-09-29 06:00:00)","1","0","18","4","5","0","1","0","0","26","2","9","19","0","28","1"
