date,time,gate_dir,vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],working_day,total_volume
'2016-10-12','15:20:00',3,0,80,27,1,2,0,0,0,87,23,1,110
'2016-10-12','15:20:00',4,0,88,3,2,0,3,0,0,75,21,1,96
'2016-10-12','15:40:00',0,0,49,3,0,0,0,0,0,38,14,1,52
'2016-10-12','15:40:00',1,0,78,4,2,1,3,0,0,65,23,1,88
'2016-10-12','15:40:00',2,0,67,5,0,0,0,0,0,48,24,1,72
'2016-10-12','15:40:00',3,0,86,24,0,0,0,0,0,81,29,1,110
'2016-10-12','15:40:00',4,0,73,5,0,0,2,0,0,61,19,1,80
'2016-10-12','16:00:00',0,0,39,2,0,0,0,0,0,30,11,1,41
'2016-10-12','16:00:00',1,0,102,4,2,0,4,0,0,84,28,1,112
'2016-10-12','16:00:00',2,0,59,11,0,0,0,0,1,51,20,1,71
'2016-10-12','16:00:00',3,0,84,25,0,2,0,0,0,87,24,1,111
'2016-10-12','16:00:00',4,0,80,3,1,0,1,0,0,60,25,1,85
'2016-10-12','16:20:00',0,0,40,2,0,0,0,0,0,34,8,1,42
'2016-10-12','16:20:00',1,0,94,5,0,2,2,0,0,65,38,1,103
'2016-10-12','16:20:00',2,0,59,6,0,1,0,0,0,53,13,1,66
'2016-10-12','16:20:00',3,0,78,24,0,2,0,0,0,76,28,1,104
'2016-10-12','16:20:00',4,0,84,2,2,1,1,0,0,59,31,1,90
'2016-10-12','16:40:00',0,0,42,4,0,2,0,0,0,29,19,1,48
'2016-10-12','16:40:00',1,0,106,5,3,1,0,0,0,88,27,1,115
'2016-10-12','16:40:00',2,0,72,10,0,0,0,0,0,59,23,1,82
'2016-10-12','16:40:00',3,1,79,31,1,2,0,0,0,93,21,1,114
'2016-10-12','16:40:00',4,0,74,1,1,1,0,0,0,59,18,1,77
'2016-10-12','17:00:00',0,0,38,4,0,0,0,0,0,29,13,1,42
'2016-10-12','17:00:00',1,0,79,3,3,1,3,0,0,61,28,1,89
'2016-10-12','17:00:00',2,0,74,6,0,0,0,0,1,56,25,1,81
'2016-10-12','17:00:00',3,0,92,18,0,1,0,0,0,79,32,1,111
'2016-10-12','17:00:00',4,0,93,4,1,0,1,0,0,78,21,1,99
'2016-10-12','17:20:00',0,0,25,1,0,0,0,0,0,18,8,1,26
'2016-10-12','17:20:00',1,0,116,4,2,6,4,0,0,84,48,1,132
'2016-10-12','17:20:00',2,0,69,10,1,2,0,0,0,65,17,1,82
'2016-10-12','17:20:00',3,0,119,19,1,0,0,0,0,112,27,1,139
'2016-10-12','17:20:00',4,0,82,4,0,1,1,0,0,63,25,1,88
'2016-10-12','17:40:00',0,0,24,2,0,0,0,0,0,15,11,1,26
'2016-10-12','17:40:00',1,0,113,6,6,3,1,0,0,87,42,1,129
'2016-10-12','17:40:00',2,0,70,6,0,0,0,0,0,55,21,1,76
'2016-10-12','17:40:00',3,0,85,14,0,0,0,0,0,72,27,1,99
'2016-10-12','17:40:00',4,0,81,5,2,0,2,0,0,59,31,1,90
'2016-10-12','18:00:00',0,0,29,0,0,0,0,0,0,20,9,1,29
'2016-10-12','18:00:00',1,0,41,4,2,0,1,0,0,36,12,1,48
'2016-10-12','18:00:00',2,0,61,5,0,0,0,0,0,47,19,1,66
'2016-10-12','18:00:00',3,1,62,24,1,1,0,0,0,69,20,1,89
'2016-10-12','18:00:00',4,0,80,4,2,1,1,0,0,69,19,1,88
'2016-10-12','18:20:00',0,0,21,4,0,0,0,0,0,20,5,1,25
'2016-10-12','18:20:00',1,0,68,8,1,1,3,0,1,65,17,1,82
'2016-10-12','18:20:00',2,0,64,2,0,0,0,0,0,50,16,1,66
'2016-10-12','18:20:00',3,0,75,14,1,1,0,0,0,70,21,1,91
'2016-10-12','18:20:00',4,0,51,4,1,1,2,0,0,37,22,1,59
'2016-10-12','18:40:00',0,0,19,2,0,0,0,0,0,15,6,1,21
'2016-10-12','18:40:00',1,0,54,6,0,2,4,0,0,52,14,1,66
'2016-10-12','18:40:00',2,0,47,7,0,1,0,0,0,40,15,1,55
'2016-10-12','18:40:00',3,1,37,9,0,3,0,0,0,38,12,1,50
'2016-10-12','18:40:00',4,0,87,4,4,3,1,0,0,59,40,1,99
'2016-10-12','19:00:00',0,0,17,1,0,0,0,0,0,15,3,1,18
'2016-10-12','19:00:00',1,0,37,2,0,0,0,0,0,23,16,1,39
'2016-10-12','19:00:00',2,0,37,7,0,0,0,0,0,30,14,1,44
'2016-10-12','19:00:00',3,0,34,15,0,0,0,0,0,48,1,1,49
'2016-10-12','19:00:00',4,0,48,1,1,1,0,0,0,34,17,1,51
'2016-10-12','19:20:00',0,0,17,0,0,0,0,0,0,12,5,1,17
'2016-10-12','19:20:00',1,0,42,3,2,0,3,0,0,40,10,1,50
'2016-10-12','19:20:00',2,0,40,6,0,0,0,0,0,35,11,1,46
'2016-10-12','19:20:00',3,1,27,12,0,0,0,0,0,35,5,1,40
'2016-10-12','19:20:00',4,0,51,3,1,0,3,0,0,47,11,1,58
'2016-10-12','19:40:00',0,0,24,0,0,0,0,0,0,16,8,1,24
'2016-10-12','19:40:00',1,0,32,4,0,0,2,0,0,33,5,1,38
'2016-10-12','19:40:00',2,0,17,5,0,0,0,0,0,17,5,1,22
'2016-10-12','19:40:00',3,0,49,11,0,0,0,0,0,46,14,1,60
'2016-10-12','19:40:00',4,0,63,5,1,0,3,0,0,56,16,1,72
'2016-10-12','20:00:00',0,0,13,2,0,0,0,0,0,10,5,1,15
'2016-10-12','20:00:00',1,0,36,3,0,0,1,1,0,31,10,1,41
'2016-10-12','20:00:00',2,0,23,8,0,0,0,0,0,25,6,1,31
'2016-10-12','20:00:00',3,0,20,14,0,0,0,0,0,29,5,1,34
'2016-10-12','20:00:00',4,0,61,1,0,1,2,0,0,46,19,1,65
'2016-10-12','20:20:00',0,0,17,0,0,0,0,0,1,11,7,1,18
'2016-10-12','20:20:00',1,0,35,5,1,0,0,0,0,28,13,1,41
'2016-10-12','20:20:00',2,0,28,3,0,0,0,0,0,25,6,1,31
'2016-10-12','20:20:00',3,0,18,11,1,0,0,0,0,26,4,1,30
'2016-10-12','20:20:00',4,0,47,1,3,0,2,0,0,37,16,1,53
'2016-10-12','20:40:00',0,0,14,2,0,0,0,0,0,12,4,1,16
'2016-10-12','20:40:00',1,0,35,2,0,0,5,0,0,33,9,1,42
'2016-10-12','20:40:00',2,0,29,4,0,0,0,0,0,23,10,1,33
'2016-10-12','20:40:00',3,0,26,12,0,0,0,0,0,31,7,1,38
'2016-10-12','20:40:00',4,0,34,0,1,0,3,0,0,31,7,1,38
'2016-10-12','21:00:00',0,0,19,3,0,0,0,0,0,17,5,1,22
'2016-10-12','21:00:00',1,0,22,4,2,1,0,0,0,22,7,1,29
'2016-10-12','21:00:00',2,0,25,11,0,0,0,0,0,23,13,1,36
'2016-10-12','21:00:00',3,0,32,9,0,0,0,0,0,35,6,1,41
'2016-10-12','21:00:00',4,0,24,1,0,1,2,0,0,21,7,1,28
'2016-10-12','21:20:00',0,0,13,3,0,0,0,0,0,13,3,1,16
'2016-10-12','21:20:00',1,0,28,2,0,0,1,0,0,23,8,1,31
'2016-10-12','21:20:00',2,0,13,2,0,0,0,0,0,10,5,1,15
'2016-10-12','21:20:00',3,0,23,10,0,0,0,0,0,28,5,1,33
'2016-10-12','21:20:00',4,0,35,0,0,0,3,0,0,28,10,1,38
'2016-10-12','21:40:00',0,0,10,0,0,0,0,0,0,9,1,1,10
'2016-10-12','21:40:00',1,0,31,4,0,0,3,0,0,28,10,1,38
'2016-10-12','21:40:00',2,0,20,6,0,0,0,0,0,22,4,1,26
'2016-10-12','21:40:00',3,0,18,6,0,0,0,0,0,20,4,1,24
'2016-10-12','21:40:00',4,0,37,5,0,0,2,0,0,35,9,1,44
'2016-10-12','22:00:00',0,0,8,0,0,0,0,0,0,7,1,1,8
'2016-10-12','22:00:00',1,0,22,1,1,1,1,0,0,17,9,1,26
'2016-10-12','22:00:00',2,0,16,6,0,0,0,0,0,18,4,1,22
'2016-10-12','22:00:00',3,0,17,9,0,0,0,0,0,24,2,1,26
'2016-10-12','22:00:00',4,0,22,1,0,1,2,0,0,21,5,1,26
'2016-10-12','22:20:00',0,0,7,0,0,0,0,0,0,5,2,1,7
'2016-10-12','22:20:00',1,0,24,5,0,1,2,0,1,23,10,1,33
'2016-10-12','22:20:00',2,0,11,1,0,0,0,0,0,7,5,1,12
'2016-10-12','22:20:00',3,0,18,4,0,0,0,0,0,16,6,1,22
'2016-10-12','22:20:00',4,0,27,1,0,0,3,0,0,24,7,1,31
'2016-10-12','22:40:00',0,0,9,1,0,0,0,0,0,6,4,1,10
'2016-10-12','22:40:00',1,0,18,3,0,1,2,0,0,20,4,1,24
'2016-10-12','22:40:00',2,0,11,4,0,0,0,0,0,14,1,1,15
'2016-10-12','22:40:00',3,0,5,5,0,0,0,0,0,8,2,1,10
'2016-10-12','22:40:00',4,0,21,1,0,1,2,0,0,21,4,1,25
'2016-10-12','23:00:00',0,0,7,0,0,0,0,0,0,6,1,1,7
'2016-10-12','23:00:00',1,0,9,2,0,0,2,0,0,8,5,1,13
'2016-10-12','23:00:00',2,0,10,4,0,0,0,0,0,12,2,1,14
'2016-10-12','23:00:00',3,0,8,3,0,0,0,0,0,11,0,1,11
'2016-10-12','23:00:00',4,0,18,0,2,0,1,0,0,16,5,1,21
'2016-10-12','23:20:00',0,0,2,2,0,0,0,0,0,4,0,1,4
'2016-10-12','23:20:00',1,0,14,3,1,0,0,0,0,14,4,1,18
'2016-10-12','23:20:00',2,0,8,1,0,0,0,0,0,4,5,1,9
'2016-10-12','23:20:00',3,0,6,3,0,0,0,0,0,8,1,1,9
'2016-10-12','23:20:00',4,0,10,0,2,0,0,0,0,8,4,1,12
'2016-10-12','23:40:00',0,0,2,1,0,0,0,0,0,2,1,1,3
'2016-10-12','23:40:00',1,0,8,1,0,0,2,0,0,9,2,1,11
'2016-10-12','23:40:00',2,0,3,3,0,0,0,0,0,4,2,1,6
'2016-10-12','23:40:00',3,0,8,5,0,0,0,0,0,10,3,1,13
'2016-10-12','23:40:00',4,0,9,0,0,0,1,0,1,6,5,1,11
'2016-10-13','00:00:00',0,0,5,0,0,0,0,0,0,4,1,1,5
'2016-10-13','00:00:00',1,0,99,7,5,4,8,0,0,96,27,1,123
'2016-10-13','00:00:00',2,0,6,1,0,0,0,0,0,6,1,1,7
'2016-10-13','00:00:00',3,0,11,1,0,0,1,0,0,9,4,1,13
'2016-10-13','00:00:00',4,0,93,6,5,1,2,0,0,78,29,1,107
'2016-10-13','00:20:00',0,0,8,1,1,0,1,0,0,10,1,1,11
'2016-10-13','00:20:00',1,0,43,3,2,1,5,0,0,41,13,1,54
'2016-10-13','00:20:00',2,0,2,0,0,0,0,0,0,0,2,1,2
'2016-10-13','00:20:00',3,0,11,1,1,0,1,0,0,14,0,1,14
'2016-10-13','00:20:00',4,0,89,10,1,1,4,0,0,85,20,1,105
'2016-10-13','00:40:00',0,0,5,2,0,0,0,0,0,7,0,1,7
'2016-10-13','00:40:00',1,0,25,4,5,1,1,0,2,31,7,1,38
'2016-10-13','00:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','00:40:00',3,0,13,0,0,0,0,0,0,11,2,1,13
'2016-10-13','00:40:00',4,0,76,7,4,2,1,0,3,75,18,1,93
'2016-10-13','01:00:00',0,0,7,2,1,0,0,0,0,8,2,1,10
'2016-10-13','01:00:00',1,0,5,0,0,0,0,0,0,3,2,1,5
'2016-10-13','01:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','01:00:00',3,0,15,2,0,0,0,0,0,16,1,1,17
'2016-10-13','01:00:00',4,0,6,1,0,0,1,0,0,7,1,1,8
'2016-10-13','01:20:00',0,0,8,0,0,0,3,0,0,6,5,1,11
'2016-10-13','01:20:00',1,0,5,1,0,0,1,0,0,6,1,1,7
'2016-10-13','01:20:00',2,0,3,0,0,0,0,0,0,0,3,1,3
'2016-10-13','01:20:00',3,0,20,1,0,0,1,0,0,20,2,1,22
'2016-10-13','01:20:00',4,0,8,0,0,0,0,0,0,6,2,1,8
'2016-10-13','01:40:00',0,0,6,1,3,0,0,0,0,10,0,1,10
'2016-10-13','01:40:00',1,0,8,1,1,0,0,0,0,9,1,1,10
'2016-10-13','01:40:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-10-13','01:40:00',3,0,13,0,0,0,0,0,0,12,1,1,13
'2016-10-13','01:40:00',4,0,3,0,0,0,2,0,0,5,0,1,5
'2016-10-13','02:00:00',0,0,3,0,1,0,3,0,0,7,0,1,7
'2016-10-13','02:00:00',1,0,6,1,0,0,0,0,0,6,1,1,7
'2016-10-13','02:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','02:00:00',3,0,12,1,1,0,3,0,0,16,1,1,17
'2016-10-13','02:00:00',4,0,4,0,1,0,1,0,0,6,0,1,6
'2016-10-13','02:20:00',0,0,6,2,0,0,0,0,0,8,0,1,8
'2016-10-13','02:20:00',1,0,3,1,0,0,0,0,0,3,1,1,4
'2016-10-13','02:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','02:20:00',3,0,8,1,0,0,2,0,0,11,0,1,11
'2016-10-13','02:20:00',4,0,4,0,0,0,2,0,0,5,1,1,6
'2016-10-13','02:40:00',0,0,4,3,0,0,0,0,0,7,0,1,7
'2016-10-13','02:40:00',1,0,10,2,1,0,2,0,0,14,1,1,15
'2016-10-13','02:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','02:40:00',3,0,11,2,0,0,0,0,0,10,3,1,13
'2016-10-13','02:40:00',4,0,7,1,1,0,0,0,0,9,0,1,9
'2016-10-13','03:00:00',0,0,2,0,2,0,4,0,0,8,0,1,8
'2016-10-13','03:00:00',1,0,11,0,0,0,1,0,0,12,0,1,12
'2016-10-13','03:00:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-10-13','03:00:00',3,0,11,0,0,0,0,0,0,10,1,1,11
'2016-10-13','03:00:00',4,0,4,0,0,0,7,0,0,11,0,1,11
'2016-10-13','03:20:00',0,0,2,2,0,0,4,0,0,8,0,1,8
'2016-10-13','03:20:00',1,0,7,0,0,0,0,0,0,7,0,1,7
'2016-10-13','03:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','03:20:00',3,0,9,1,0,0,0,0,0,10,0,1,10
'2016-10-13','03:20:00',4,0,3,1,1,0,3,0,0,8,0,1,8
'2016-10-13','03:40:00',0,0,3,3,2,0,3,0,0,11,0,1,11
'2016-10-13','03:40:00',1,0,12,1,0,0,0,0,0,13,0,1,13
'2016-10-13','03:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','03:40:00',3,0,6,3,0,0,4,0,0,13,0,1,13
'2016-10-13','03:40:00',4,0,3,1,2,0,1,0,0,7,0,1,7
'2016-10-13','04:00:00',0,0,3,1,1,1,4,0,0,10,0,1,10
'2016-10-13','04:00:00',1,0,12,0,0,0,2,0,0,14,0,1,14
'2016-10-13','04:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','04:00:00',3,0,13,2,0,0,1,0,0,14,2,1,16
'2016-10-13','04:00:00',4,0,1,0,0,0,1,0,0,2,0,1,2
'2016-10-13','04:20:00',0,0,5,1,0,0,4,0,0,10,0,1,10
'2016-10-13','04:20:00',1,0,15,1,0,1,2,0,0,16,3,1,19
'2016-10-13','04:20:00',2,0,2,0,0,0,0,0,0,0,2,1,2
'2016-10-13','04:20:00',3,0,5,2,2,0,1,0,0,9,1,1,10
'2016-10-13','04:20:00',4,0,1,1,2,0,1,0,0,5,0,1,5
'2016-10-13','04:40:00',0,0,5,4,0,0,3,0,0,11,1,1,12
'2016-10-13','04:40:00',1,0,25,4,0,0,1,0,0,28,2,1,30
'2016-10-13','04:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-13','04:40:00',3,0,8,1,1,0,0,0,0,7,3,1,10
'2016-10-13','04:40:00',4,0,2,0,1,0,1,0,0,3,1,1,4
'2016-10-13','05:00:00',0,0,5,1,0,0,1,0,0,6,1,1,7
'2016-10-13','05:00:00',1,0,18,4,1,3,5,0,0,31,0,1,31
'2016-10-13','05:00:00',2,0,5,14,0,0,0,0,0,18,1,1,19
'2016-10-13','05:00:00',3,0,9,3,0,0,0,0,0,11,1,1,12
'2016-10-13','05:00:00',4,0,3,3,2,0,2,0,0,10,0,1,10
'2016-10-13','05:20:00',0,0,0,2,0,0,0,0,0,2,0,1,2
'2016-10-13','05:20:00',1,0,29,7,0,2,1,1,0,39,1,1,40
'2016-10-13','05:20:00',2,0,15,6,0,0,0,0,0,20,1,1,21
'2016-10-13','05:20:00',3,0,9,7,0,0,0,0,0,12,4,1,16
'2016-10-13','05:20:00',4,0,3,1,3,0,2,0,0,8,1,1,9
'2016-10-13','05:40:00',0,0,4,0,0,0,0,0,0,3,1,1,4
'2016-10-13','05:40:00',1,0,17,5,1,4,6,0,1,32,2,1,34
'2016-10-13','05:40:00',2,0,12,2,0,0,0,0,0,11,3,1,14
'2016-10-13','05:40:00',3,0,13,7,0,0,0,0,0,14,6,1,20
'2016-10-13','05:40:00',4,0,13,5,1,0,0,0,0,15,4,1,19
'2016-10-13','06:00:00',0,0,13,4,0,0,0,0,0,14,3,1,17
'2016-10-13','06:00:00',1,0,26,8,1,1,3,0,0,34,5,1,39
'2016-10-13','06:00:00',2,0,18,5,0,0,0,0,0,19,4,1,23
'2016-10-13','06:00:00',3,0,19,11,0,1,0,0,0,27,4,1,31
'2016-10-13','06:00:00',4,0,18,4,2,1,4,0,0,27,2,1,29
'2016-10-13','06:20:00',0,0,14,4,0,0,0,0,0,10,8,1,18
'2016-10-13','06:20:00',1,0,31,8,2,2,2,0,1,35,11,1,46
'2016-10-13','06:20:00',2,0,41,13,0,0,0,0,0,42,12,1,54
'2016-10-13','06:20:00',3,0,31,6,0,1,0,0,0,26,12,1,38
'2016-10-13','06:20:00',4,0,23,5,1,2,0,0,0,24,7,1,31
'2016-10-13','06:40:00',0,0,25,4,2,1,0,0,0,25,7,1,32
'2016-10-13','06:40:00',1,0,56,12,5,1,2,0,0,63,13,1,76
'2016-10-13','06:40:00',2,0,60,6,0,0,0,0,0,51,15,1,66
'2016-10-13','06:40:00',3,0,51,17,2,2,0,0,0,52,20,1,72
'2016-10-13','06:40:00',4,0,40,9,3,1,2,0,0,41,14,1,55
'2016-10-13','07:00:00',0,0,27,4,0,1,0,0,0,20,12,1,32
'2016-10-13','07:00:00',1,0,65,12,3,1,0,0,0,62,19,1,81
'2016-10-13','07:00:00',2,0,82,8,0,1,0,0,0,56,35,1,91
'2016-10-13','07:00:00',3,1,85,17,2,5,0,0,0,63,47,1,110
'2016-10-13','07:00:00',4,0,60,13,1,1,0,0,0,59,16,1,75
'2016-10-13','07:20:00',0,0,38,2,0,4,0,0,0,30,14,1,44
'2016-10-13','07:20:00',1,0,77,11,3,2,1,0,1,69,26,1,95
'2016-10-13','07:20:00',2,0,104,2,1,0,0,0,0,69,38,1,107
'2016-10-13','07:20:00',3,0,119,12,1,2,0,0,0,81,53,1,134
'2016-10-13','07:20:00',4,0,62,5,1,1,2,0,0,46,25,1,71
'2016-10-13','07:40:00',0,0,46,3,0,0,0,0,0,37,12,1,49
'2016-10-13','07:40:00',1,0,94,7,1,1,2,0,0,73,32,1,105
'2016-10-13','07:40:00',2,0,131,14,0,0,0,0,0,97,48,1,145
'2016-10-13','07:40:00',3,0,131,11,0,3,0,0,0,90,55,1,145
'2016-10-13','07:40:00',4,0,79,4,2,1,1,0,0,64,23,1,87
'2016-10-13','08:00:00',0,0,46,5,0,0,0,0,0,43,8,1,51
'2016-10-13','08:00:00',1,0,95,6,1,2,3,0,0,84,23,1,107
'2016-10-13','08:00:00',2,0,104,8,0,0,0,0,0,77,35,1,112
'2016-10-13','08:00:00',3,0,145,15,0,2,0,0,0,97,65,1,162
'2016-10-13','08:00:00',4,0,113,3,1,1,1,0,0,84,35,1,119
'2016-10-13','08:20:00',0,0,56,2,1,0,0,0,0,47,12,1,59
'2016-10-13','08:20:00',1,0,102,3,6,3,0,0,0,78,36,1,114
'2016-10-13','08:20:00',2,0,111,9,1,0,0,0,0,86,35,1,121
'2016-10-13','08:20:00',3,0,130,24,1,2,0,0,0,106,51,1,157
'2016-10-13','08:20:00',4,0,99,9,5,1,1,0,0,79,36,1,115
'2016-10-13','08:40:00',0,0,37,3,2,0,0,0,0,32,10,1,42
'2016-10-13','08:40:00',1,0,111,5,3,2,6,0,3,109,21,1,130
'2016-10-13','08:40:00',2,0,110,11,0,0,0,0,0,86,35,1,121
'2016-10-13','08:40:00',3,0,126,20,1,1,0,0,0,115,33,1,148
'2016-10-13','08:40:00',4,0,116,7,5,2,0,0,1,77,54,1,131
'2016-10-13','09:00:00',0,0,62,3,0,0,0,0,0,46,19,1,65
'2016-10-13','09:00:00',1,0,101,10,3,3,4,1,0,101,21,1,122
'2016-10-13','09:00:00',2,0,110,16,1,0,0,0,0,85,42,1,127
'2016-10-13','09:00:00',3,0,127,17,1,3,0,0,0,112,36,1,148
'2016-10-13','09:00:00',4,0,104,5,1,1,1,0,0,75,37,1,112
'2016-10-13','09:20:00',0,0,42,3,1,0,0,0,0,38,8,1,46
'2016-10-13','09:20:00',1,0,87,6,1,1,2,0,1,77,21,1,98
'2016-10-13','09:20:00',2,0,88,12,1,0,0,0,0,78,23,1,101
'2016-10-13','09:20:00',3,3,109,27,0,1,0,0,0,107,33,1,140
'2016-10-13','09:20:00',4,0,102,6,8,0,2,0,0,86,32,1,118
'2016-10-13','09:40:00',0,0,54,5,0,0,0,0,0,43,16,1,59
'2016-10-13','09:40:00',1,0,97,6,3,3,5,0,0,88,26,1,114
'2016-10-13','09:40:00',2,0,57,20,0,0,0,0,0,66,11,1,77
'2016-10-13','09:40:00',3,0,106,23,1,1,0,0,0,103,28,1,131
'2016-10-13','09:40:00',4,0,86,4,1,2,1,0,0,67,27,1,94
'2016-10-13','10:00:00',0,0,48,8,0,0,0,0,0,46,10,1,56
'2016-10-13','10:00:00',1,0,67,9,0,2,6,0,0,57,27,1,84
'2016-10-13','10:00:00',2,0,53,16,0,0,0,0,0,55,14,1,69
'2016-10-13','10:00:00',3,2,107,28,2,3,0,0,0,95,47,1,142
'2016-10-13','10:00:00',4,0,72,2,0,1,6,0,0,64,17,1,81
'2016-10-13','10:20:00',0,0,39,5,0,0,0,0,0,36,8,1,44
'2016-10-13','10:20:00',1,0,86,6,2,1,5,0,1,76,25,1,101
'2016-10-13','10:20:00',2,0,63,12,0,0,0,0,0,63,12,1,75
'2016-10-13','10:20:00',3,0,87,28,0,1,0,0,0,91,25,1,116
'2016-10-13','10:20:00',4,0,85,6,2,0,4,0,0,78,19,1,97
'2016-10-13','10:40:00',0,0,30,4,0,0,0,0,0,27,7,1,34
'2016-10-13','10:40:00',1,0,79,9,3,0,8,0,0,81,18,1,99
'2016-10-13','10:40:00',2,0,59,17,0,0,0,0,0,63,13,1,76
'2016-10-13','10:40:00',3,0,75,23,1,1,0,0,0,81,19,1,100
'2016-10-13','10:40:00',4,0,84,2,0,3,4,0,0,73,20,1,93
'2016-10-13','11:00:00',0,0,24,4,0,0,0,0,0,24,4,1,28
'2016-10-13','11:00:00',1,0,51,10,2,3,3,0,0,56,13,1,69
'2016-10-13','11:00:00',2,0,65,12,0,0,0,0,0,55,22,1,77
'2016-10-13','11:00:00',3,0,74,25,0,0,0,0,0,79,20,1,99
'2016-10-13','11:00:00',4,0,66,2,0,0,2,0,0,56,14,1,70
'2016-10-13','11:20:00',0,0,28,5,1,0,0,0,0,25,9,1,34
'2016-10-13','11:20:00',1,0,51,7,4,1,8,0,1,58,14,1,72
'2016-10-13','11:20:00',2,0,49,15,1,0,0,0,0,60,5,1,65
'2016-10-13','11:20:00',3,0,88,16,0,2,0,0,0,76,30,1,106
'2016-10-13','11:20:00',4,0,65,3,2,1,0,0,0,60,11,1,71
'2016-10-13','11:40:00',0,0,29,6,0,0,0,0,0,30,5,1,35
'2016-10-13','11:40:00',1,0,81,9,5,3,7,0,0,82,23,1,105
'2016-10-13','11:40:00',2,0,52,7,0,1,0,0,0,49,11,1,60
'2016-10-13','11:40:00',3,0,67,22,0,2,0,0,0,72,19,1,91
'2016-10-13','11:40:00',4,0,65,9,3,1,1,0,0,63,16,1,79
'2016-10-13','12:00:00',0,0,47,2,0,0,0,0,0,32,17,1,49
'2016-10-13','12:00:00',1,0,69,11,0,4,7,0,0,73,18,1,91
'2016-10-13','12:00:00',2,0,58,13,0,0,0,0,0,61,10,1,71
'2016-10-13','12:00:00',3,0,72,21,1,1,0,0,0,70,25,1,95
'2016-10-13','12:00:00',4,0,75,6,4,0,3,0,0,70,18,1,88
'2016-10-13','12:20:00',0,0,44,1,1,0,0,0,0,30,16,1,46
'2016-10-13','12:20:00',1,0,63,18,4,2,4,0,0,66,25,1,91
'2016-10-13','12:20:00',2,0,58,10,0,0,0,0,0,58,10,1,68
'2016-10-13','12:20:00',3,0,90,17,0,0,0,0,0,90,17,1,107
'2016-10-13','12:20:00',4,0,101,4,1,2,2,0,0,79,31,1,110
'2016-10-13','12:40:00',0,0,35,1,1,2,0,0,0,26,13,1,39
'2016-10-13','12:40:00',1,0,84,8,1,1,4,0,0,77,21,1,98
'2016-10-13','12:40:00',2,0,60,10,0,0,0,0,0,59,11,1,70
'2016-10-13','12:40:00',3,0,89,25,1,2,0,0,0,87,30,1,117
'2016-10-13','12:40:00',4,0,83,10,2,0,2,0,0,79,18,1,97
'2016-10-13','13:00:00',0,0,50,4,3,1,0,0,0,42,16,1,58
'2016-10-13','13:00:00',1,0,85,4,4,1,2,0,0,75,21,1,96
'2016-10-13','13:00:00',2,0,62,10,1,0,0,0,0,53,20,1,73
'2016-10-13','13:00:00',3,0,96,27,1,3,0,0,0,103,24,1,127
'2016-10-13','13:00:00',4,0,84,8,1,2,3,0,0,71,27,1,98
'2016-10-13','13:20:00',0,0,43,3,0,0,0,0,0,41,5,1,46
'2016-10-13','13:20:00',1,0,87,5,1,2,1,0,0,75,21,1,96
'2016-10-13','13:20:00',2,0,66,6,3,1,0,0,0,59,17,1,76
'2016-10-13','13:20:00',3,0,88,33,1,4,0,0,0,98,28,1,126
'2016-10-13','13:20:00',4,0,92,5,1,0,3,0,0,78,23,1,101
'2016-10-13','13:40:00',0,0,42,1,0,1,0,0,0,32,12,1,44
'2016-10-13','13:40:00',1,0,90,11,5,1,4,0,0,90,21,1,111
'2016-10-13','13:40:00',2,0,71,8,1,0,0,0,0,62,18,1,80
'2016-10-13','13:40:00',3,0,75,27,0,1,0,0,0,77,26,1,103
'2016-10-13','13:40:00',4,0,95,3,2,1,1,0,0,78,24,1,102
'2016-10-13','14:00:00',0,0,40,2,2,0,0,0,0,32,12,1,44
'2016-10-13','14:00:00',1,0,99,12,4,0,4,0,1,102,18,1,120
'2016-10-13','14:00:00',2,0,77,9,0,0,0,0,0,64,22,1,86
'2016-10-13','14:00:00',3,0,89,20,0,1,0,0,0,84,26,1,110
'2016-10-13','14:00:00',4,0,99,4,3,0,2,0,0,76,32,1,108
'2016-10-13','14:20:00',0,0,47,3,1,0,0,0,0,39,12,1,51
'2016-10-13','14:20:00',1,0,84,4,1,1,2,0,0,72,20,1,92
'2016-10-13','14:20:00',2,0,70,10,0,1,0,0,0,63,18,1,81
'2016-10-13','14:20:00',3,0,108,24,5,1,0,0,0,104,34,1,138
'2016-10-13','14:20:00',4,0,79,2,2,0,0,0,0,62,21,1,83
